row_id,label,split
CR0674,mungbean,train
CR0675,mungbean,train
CR0676,mungbean,train
CR0677,mungbean,train
CR0678,mungbean,validation
CR0679,mungbean,validation
CR0680,mungbean,train
CR0681,mungbean,train
CR0682,mungbean,train
CR0683,mungbean,train
CR0684,mungbean,validation
CR0685,mungbean,test
CR0686,mungbean,test
CR0687,mungbean,validation
CR0688,mungbean,test
CR0689,mungbean,train
CR0690,mungbean,test
CR0691,mungbean,test
CR0692,mungbean,train
CR0693,mungbean,train
CR0694,mungbean,train
CR0695,mungbean,train
CR0696,mungbean,train
CR0697,mungbean,test
CR0698,mungbean,test
CR0699,mungbean,test
CR0700,mungbean,test
CR0701,blackgram,validation
CR0702,blackgram,validation
CR0703,blackgram,validation
CR0704,blackgram,train
CR0705,blackgram,train
CR0706,blackgram,train
CR0707,blackgram,train
CR0708,blackgram,train
CR0709,blackgram,train
CR0710,blackgram,train
CR0711,blackgram,validation
CR0712,blackgram,train
CR0713,blackgram,train
CR0714,blackgram,train
CR0715,blackgram,train
CR0716,blackgram,test
CR0717,blackgram,test
CR0718,blackgram,test
CR0719,blackgram,validation
CR0720,blackgram,test
CR0721,blackgram,train
CR0722,blackgram,train
CR0723,blackgram,train
CR0724,blackgram,test
CR0725,blackgram,train
CR0726,blackgram,train
CR0727,blackgram,train
CR0728,blackgram,train
CR0729,blackgram,train
CR0730,blackgram,train
CR0731,blackgram,train
CR0732,blackgram,test
CR0733,blackgram,test
CR0734,blackgram,train
CR0735,blackgram,train
CR0736,blackgram,validation
CR0737,blackgram,train
CR0738,blackgram,test
CR0739,blackgram,validation
CR0740,blackgram,validation
CR0741,blackgram,train
CR0742,blackgram,train
CR0743,blackgram,train
CR0744,blackgram,validation
CR0745,blackgram,train
CR0746,blackgram,train
CR0747,blackgram,train
CR0748,blackgram,train
CR0749,blackgram,train
CR0750,blackgram,train
CR0751,blackgram,train
CR0752,blackgram,validation
CR0753,blackgram,test
CR0754,blackgram,train
CR0755,blackgram,validation
CR0756,blackgram,validation
CR0757,blackgram,train
CR0758,blackgram,train
CR0759,blackgram,test
CR0760,blackgram,train
CR0761,blackgram,train
CR0762,blackgram,train
CR0763,blackgram,train
CR0764,blackgram,test
CR0765,blackgram,test
CR0766,blackgram,train
CR0767,blackgram,test
CR0768,blackgram,test
CR0769,blackgram,test
CR0770,blackgram,validation
CR0771,blackgram,test
CR0772,blackgram,train
CR0773,blackgram,test
CR0774,blackgram,validation
CR0775,blackgram,validation
CR0776,blackgram,train
CR0777,blackgram,test
CR0778,blackgram,train
CR0779,blackgram,train
CR0780,blackgram,train
CR0781,blackgram,validation
CR0782,blackgram,train
CR0783,blackgram,train
CR0784,blackgram,train
CR0785,blackgram,train
CR0786,blackgram,train
CR0787,blackgram,train
CR0788,blackgram,train
CR0789,blackgram,train
CR0790,blackgram,validation
CR0791,blackgram,validation
CR0792,blackgram,test
CR0793,blackgram,train
CR0794,blackgram,train
CR0795,blackgram,train
CR0796,blackgram,validation
CR0797,blackgram,validation
CR0798,blackgram,train
CR0799,blackgram,test
CR0800,blackgram,train
CR0801,lentil,train
CR0802,lentil,train
CR0803,lentil,train
CR0804,lentil,validation
CR0805,lentil,validation
CR0806,lentil,test
CR0807,lentil,validation
CR0808,lentil,train
CR0809,lentil,train
CR0810,lentil,train
CR0811,lentil,train
CR0812,lentil,train
CR0813,lentil,train
CR0814,lentil,validation
CR0815,lentil,test
CR0816,lentil,train
CR0817,lentil,test
CR0818,lentil,validation
CR0819,lentil,train
CR0820,lentil,train
CR0821,lentil,train
CR0822,lentil,train
CR0823,lentil,test
CR0824,lentil,train
CR0825,lentil,test
CR0826,lentil,validation
CR0827,lentil,train
CR0828,lentil,train
CR0829,lentil,train
CR0830,lentil,validation
CR0831,lentil,train
CR0832,lentil,test
CR0833,lentil,train
CR0834,lentil,train
CR0835,lentil,validation
CR0836,lentil,train
CR0837,lentil,test
CR0838,lentil,validation
CR0839,lentil,test
CR0840,lentil,validation
CR0841,lentil,train
CR0842,lentil,test
CR0843,lentil,train
CR0844,lentil,train
CR0845,lentil,train
CR0846,lentil,train
CR0847,lentil,test
CR0848,lentil,train
CR0849,lentil,train
CR0850,lentil,train
CR0851,lentil,validation
CR0852,lentil,test
CR0853,lentil,test
CR0854,lentil,train
CR0855,lentil,train
CR0856,lentil,train
CR0857,lentil,train
CR0858,lentil,train
CR0859,lentil,train
CR0860,lentil,test
CR0861,lentil,train
CR0862,lentil,validation
CR0863,lentil,validation
CR0864,lentil,validation
CR0865,lentil,train
CR0866,lentil,test
CR0867,lentil,test
CR0868,lentil,train
CR0869,lentil,train
CR0870,lentil,test
CR0871,lentil,train
CR0872,lentil,validation
CR0873,lentil,train
CR0874,lentil,train
CR0875,lentil,train
CR0876,lentil,train
CR0877,lentil,test
CR0878,lentil,test
CR0879,lentil,train
CR0880,lentil,train
CR0881,lentil,validation
CR0882,lentil,train
CR0883,lentil,validation
CR0884,lentil,test
CR0885,lentil,validation
CR0886,lentil,train
CR0887,lentil,train
CR0888,lentil,validation
CR0889,lentil,train
CR0890,lentil,train
CR0891,lentil,train
CR0892,lentil,train
CR0893,lentil,train
CR0894,lentil,train
CR0895,lentil,train
CR0896,lentil,validation
CR0897,lentil,train
CR0898,lentil,train
CR0899,lentil,train
CR0900,lentil,test
CR0901,pomegranate,train
CR0902,pomegranate,test
CR0903,pomegranate,test
CR0904,pomegranate,train
CR0905,pomegranate,validation
CR0906,pomegranate,train
CR0907,pomegranate,train
CR0908,pomegranate,validation
CR0909,pomegranate,train
CR0910,pomegranate,test
CR0911,pomegranate,test
CR0912,pomegranate,train
CR0913,pomegranate,train
CR0914,pomegranate,test
CR0915,pomegranate,test
CR0916,pomegranate,train
CR0917,pomegranate,validation
CR0918,pomegranate,test
CR0919,pomegranate,train
CR0920,pomegranate,train
CR0921,pomegranate,validation
CR0922,pomegranate,train
CR0923,pomegranate,validation
CR0924,pomegranate,train
CR0925,pomegranate,train
CR0926,pomegranate,validation
CR0927,pomegranate,train
CR0928,pomegranate,validation
CR0929,pomegranate,train
CR0930,pomegranate,train
CR0931,pomegranate,validation
CR0932,pomegranate,train
CR0933,pomegranate,train
CR0934,pomegranate,train
CR0935,pomegranate,test
CR0936,pomegranate,test
CR0937,pomegranate,test
CR0938,pomegranate,validation
CR0939,pomegranate,train
CR0940,pomegranate,test
CR0941,pomegranate,test
CR0942,pomegranate,test
CR0943,pomegranate,train
CR0944,pomegranate,test
CR0945,pomegranate,validation
CR0946,pomegranate,train
CR0947,pomegranate,test
CR0948,pomegranate,train
CR0949,pomegranate,train
CR0950,pomegranate,train
CR0951,pomegranate,train
CR0952,pomegranate,train
CR0953,pomegranate,train
CR0954,pomegranate,validation
CR0955,pomegranate,train
CR0956,pomegranate,validation
CR0957,pomegranate,train
CR0958,pomegranate,train
CR0959,pomegranate,train
CR0960,pomegranate,test
CR0961,pomegranate,train
CR0962,pomegranate,validation
CR0963,pomegranate,train
CR0964,pomegranate,train
CR0965,pomegranate,validation
CR0966,pomegranate,validation
CR0967,pomegranate,train
CR0968,pomegranate,train
CR0969,pomegranate,validation
CR0970,pomegranate,validation
CR0971,pomegranate,train
CR0972,pomegranate,train
CR0973,pomegranate,train
CR0974,pomegranate,train
CR0975,pomegranate,train
CR0976,pomegranate,train
CR0977,pomegranate,train
CR0978,pomegranate,validation
CR0979,pomegranate,train
CR0980,pomegranate,train
CR0981,pomegranate,test
CR0982,pomegranate,train
CR0983,pomegranate,train
CR0984,pomegranate,train
CR0985,pomegranate,train
CR0986,pomegranate,train
CR0987,pomegranate,test
CR0988,pomegranate,test
CR0989,pomegranate,train
CR0990,pomegranate,validation
CR0991,pomegranate,train
CR0992,pomegranate,train
CR0993,pomegranate,train
CR0994,pomegranate,test
CR0995,pomegranate,train
CR0996,pomegranate,train
CR0997,pomegranate,train
CR0998,pomegranate,train
CR0999,pomegranate,validation
CR1000,pomegranate,train
CR1001,banana,test
CR1002,banana,train
CR1003,banana,validation
CR1004,banana,validation
CR1005,banana,test
CR1006,banana,train
CR1007,banana,validation
CR1008,banana,test
CR1009,banana,validation
CR1010,banana,train
CR1011,banana,train
CR1012,banana,validation
CR1013,banana,train
CR1014,banana,validation
CR1015,banana,validation
CR1016,banana,train
CR1017,banana,train
CR1018,banana,train
CR1019,banana,train
CR1020,banana,train
CR1021,banana,train
CR1022,banana,train
CR1023,banana,validation
CR1024,banana,train
CR1025,banana,train
CR1026,banana,train
CR1027,banana,validation
CR1028,banana,test
CR1029,banana,train
CR1030,banana,train
CR1031,banana,train
CR1032,banana,train
CR1033,banana,validation
CR1034,banana,test
CR1035,banana,test
CR1036,banana,train
CR1037,banana,validation
CR1038,banana,train
CR1039,banana,validation
CR1040,banana,train
CR1041,banana,validation
CR1042,banana,validation
CR1043,banana,test
CR1044,banana,test
CR1045,banana,test
CR1046,banana,train
CR1047,banana,test
CR1048,banana,validation
CR1049,banana,train
CR1050,banana,train
CR1051,banana,validation
CR1052,banana,test
CR1053,banana,train
CR1054,banana,train
CR1055,banana,train
CR1056,banana,train
CR1057,banana,train
CR1058,banana,train
CR1059,banana,train
CR1060,banana,train
CR1061,banana,train
CR1062,banana,validation
CR1063,banana,test
CR1064,banana,train
CR1065,banana,validation
CR1066,banana,train
CR1067,banana,train
CR1068,banana,train
CR1069,banana,train
CR1070,banana,train
CR1071,banana,validation
CR1072,banana,test
CR1073,banana,test
CR1074,banana,train
CR1075,banana,train
CR1076,banana,train
CR1077,banana,train
CR1078,banana,test
CR1079,banana,train
CR1080,banana,train
CR1081,banana,test
CR1082,banana,train
CR1083,banana,train
CR1084,banana,train
CR1085,banana,test
CR1086,banana,train
CR1087,banana,train
CR1088,banana,train
CR1089,banana,train
CR1090,banana,train
CR1091,banana,train
CR1092,banana,train
CR1093,banana,train
CR1094,banana,train
CR1095,banana,validation
CR1096,banana,test
CR1097,banana,test
CR1098,banana,test
CR1099,banana,train
CR1100,banana,train
CR1101,mango,train
CR1102,mango,train
CR1103,mango,validation
CR1104,mango,train
CR1105,mango,train
CR1106,mango,train
CR1107,mango,test
CR1108,mango,validation
CR1109,mango,train
CR1110,mango,test
CR1111,mango,train
CR1112,mango,train
CR1113,mango,train
CR1114,mango,validation
CR1115,mango,train
CR1116,mango,validation
CR1117,mango,train
CR1118,mango,train
CR1119,mango,validation
CR1120,mango,train
CR1121,mango,test
CR1122,mango,train
CR1123,mango,validation
CR1124,mango,train
CR1125,mango,train
CR1126,mango,train
CR1127,mango,train
CR1128,mango,train
CR1129,mango,train
CR1130,mango,train
CR1131,mango,train
CR1132,mango,validation
CR1133,mango,validation
CR1134,mango,test
CR1135,mango,validation
CR1136,mango,train
CR1137,mango,validation
CR1138,mango,train
CR1139,mango,train
CR1140,mango,train
CR1141,mango,train
CR1142,mango,train
CR1143,mango,train
CR1144,mango,train
CR1145,mango,train
CR1146,mango,test
CR1147,mango,train
CR1148,mango,test
CR1149,mango,train
CR1150,mango,validation
CR1151,mango,validation
CR1152,mango,train
CR1153,mango,train
CR1154,mango,validation
CR1155,mango,validation
